Account,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Text
CNN,0.0,Wed Mar 07 19:40:08 +0000 2018,1.0,0.0,0.0,"The creator of Pepe the Frog, the once-innocent cartoon that was appropriated as a mascot of the alt-right, is suin… https://t.co/DYmjDxHd7H"
CNN,0.0,Wed Mar 07 19:30:30 +0000 2018,1.0,0.0,0.0,"""Mueller is closing in"": California Gov. Jerry Brown taunts Attorney General Jeff Sessions and President Trump afte… https://t.co/xbgYruQvAv"
CNN,-0.6249,Wed Mar 07 19:20:17 +0000 2018,0.702,0.298,0.0,Jack Daniel's could be an 'unfortunate and unintended victim' of Trump tariffs https://t.co/9HmsYSslpb https://t.co/Kb7jsKBtTg
CNN,-0.2732,Wed Mar 07 19:10:53 +0000 2018,0.884,0.116,0.0,"After dedicating his season to Parkland victim Joaquin Oliver, NBA star @DwyaneWade visited Marjory Stoneman Dougla… https://t.co/H7fukyxKrL"
CNN,0.0,Wed Mar 07 19:00:23 +0000 2018,1.0,0.0,0.0,A senior official at the Department of Health and Human Services returned to work this week after being placed on a… https://t.co/bai7A2a4TI
CNN,-0.0191,Wed Mar 07 18:52:26 +0000 2018,0.871,0.066,0.063,"RT @CNNnewsroom: Former US Ambassador to China Max Baucus says Jared Kushner ""will not be taken seriously"" on foreign trips without top sec…"
CNN,0.0,Wed Mar 07 18:50:08 +0000 2018,1.0,0.0,0.0,"Trump vs. California, again and again and again | Analysis by @zbyronwolf https://t.co/b5kJRWzsYK https://t.co/YVbcMrIG5l"
CNN,0.1779,Wed Mar 07 18:40:14 +0000 2018,0.904,0.0,0.096,"Amazon is offering Medicaid recipients a Prime Membership for $5.99 a month, a 54% discount from the normal rate… https://t.co/ETTiAXQMHF"
CNN,0.2187,Wed Mar 07 18:30:04 +0000 2018,0.774,0.095,0.13,"66% of Millennials have nothing saved for retirement, a new report shows. Of those who do save, most have less than… https://t.co/sJ90rOqodE"
CNN,-0.25,Wed Mar 07 18:20:41 +0000 2018,0.818,0.114,0.068,Chris Cuomo asks Sen. Ted Cruz why he’s criticizing his Democratic challenger Beto O’Rourke for going by the childh… https://t.co/SY0Wjd9AlG
CNN,0.0,Wed Mar 07 20:29:18 +0000 2018,1.0,0.0,0.0,"WH press secretary Sarah Sanders said that as far as she knows, President Trump wasn't aware of a payment made by h… https://t.co/0hy11PJvrK"
CNN,0.1779,Wed Mar 07 20:17:08 +0000 2018,0.928,0.0,0.072,Amazon could wind up with more than 70 million banking customers over the next five years if it started to offer ch… https://t.co/qpoXZZYSul
CNN,0.0,Wed Mar 07 20:10:39 +0000 2018,1.0,0.0,0.0,Russian President Vladimir Putin in a recent interview separated a conciliatory attitude toward President Trump fro… https://t.co/gtwgpyCpHz
CNN,0.8176,Wed Mar 07 20:07:34 +0000 2018,0.691,0.0,0.309,RT @CNNPolitics: Sanders: Veterans Affairs Secretary David Shulkin “has done a great job” on a number of the things and “we’re proud of the…
CNN,-0.1655,Wed Mar 07 20:02:07 +0000 2018,0.808,0.109,0.083,"The US FDA gave its approval to a 23andMe test that screens for a few breast and ovarian cancer genes, but that app… https://t.co/1CxE97nx2g"
CNN,0.0,Wed Mar 07 19:59:31 +0000 2018,1.0,0.0,0.0,"RT @CNNPolitics: CNN's Jeff Zeleny: Was President Trump aware of the payment made to Stormy Daniels?

Sanders: ""The President has addressed…"
CNN,0.0,Wed Mar 07 19:58:37 +0000 2018,1.0,0.0,0.0,Jaguar reveals its first electric SUV https://t.co/d9zbBNs5sn https://t.co/f5Oj3Rbx9O
CNN,0.0,Wed Mar 07 19:56:03 +0000 2018,1.0,0.0,0.0,"RT @CNNPolitics: White House press secretary Sarah Sanders on staff turnover at the White House: ""It's not abnormal that you would have peo…"
CNN,0.8225,Wed Mar 07 19:50:04 +0000 2018,0.677,0.0,0.323,"Inspired by a TED Talk, this 16 year-old boy started a pilot program that hires homeless people to help clean up Sa… https://t.co/VqFLfMYSc9"
CNN,0.0,Wed Mar 07 19:47:41 +0000 2018,1.0,0.0,0.0,"The White House is holding a press briefing. Watch CNN: https://t.co/UYpqI3w42L

Watch on Facebook:… https://t.co/FmrnhiDRuu"
CNN,0.0,Wed Mar 07 19:40:08 +0000 2018,1.0,0.0,0.0,"The creator of Pepe the Frog, the once-innocent cartoon that was appropriated as a mascot of the alt-right, is suin… https://t.co/DYmjDxHd7H"
CNN,0.0,Wed Mar 07 19:30:30 +0000 2018,1.0,0.0,0.0,"""Mueller is closing in"": California Gov. Jerry Brown taunts Attorney General Jeff Sessions and President Trump afte… https://t.co/xbgYruQvAv"
CNN,-0.6249,Wed Mar 07 19:20:17 +0000 2018,0.702,0.298,0.0,Jack Daniel's could be an 'unfortunate and unintended victim' of Trump tariffs https://t.co/9HmsYSslpb https://t.co/Kb7jsKBtTg
CNN,-0.2732,Wed Mar 07 19:10:53 +0000 2018,0.884,0.116,0.0,"After dedicating his season to Parkland victim Joaquin Oliver, NBA star @DwyaneWade visited Marjory Stoneman Dougla… https://t.co/H7fukyxKrL"
CNN,0.0,Wed Mar 07 19:00:23 +0000 2018,1.0,0.0,0.0,A senior official at the Department of Health and Human Services returned to work this week after being placed on a… https://t.co/bai7A2a4TI
CNN,-0.0191,Wed Mar 07 18:52:26 +0000 2018,0.871,0.066,0.063,"RT @CNNnewsroom: Former US Ambassador to China Max Baucus says Jared Kushner ""will not be taken seriously"" on foreign trips without top sec…"
CNN,0.0,Wed Mar 07 18:50:08 +0000 2018,1.0,0.0,0.0,"Trump vs. California, again and again and again | Analysis by @zbyronwolf https://t.co/b5kJRWzsYK https://t.co/YVbcMrIG5l"
CNN,0.1779,Wed Mar 07 18:40:14 +0000 2018,0.904,0.0,0.096,"Amazon is offering Medicaid recipients a Prime Membership for $5.99 a month, a 54% discount from the normal rate… https://t.co/ETTiAXQMHF"
CNN,0.2187,Wed Mar 07 18:30:04 +0000 2018,0.774,0.095,0.13,"66% of Millennials have nothing saved for retirement, a new report shows. Of those who do save, most have less than… https://t.co/sJ90rOqodE"
CNN,-0.25,Wed Mar 07 18:20:41 +0000 2018,0.818,0.114,0.068,Chris Cuomo asks Sen. Ted Cruz why he’s criticizing his Democratic challenger Beto O’Rourke for going by the childh… https://t.co/SY0Wjd9AlG
CNN,-0.2263,Wed Mar 07 18:10:08 +0000 2018,0.888,0.112,0.0,Donald Trump's alias and 7 other 'wow' moments from the Stormy Daniels lawsuit | Analysis by @CillizzaCNN… https://t.co/nyBqnBtfLi
CNN,0.296,Wed Mar 07 18:00:05 +0000 2018,0.855,0.0,0.145,Oprah Winfrey has sold about a quarter of her shares in Weight Watchers https://t.co/iLVC9CcEle https://t.co/Utg5FrrPuf
CNN,-0.4939,Wed Mar 07 17:48:53 +0000 2018,0.849,0.151,0.0,"JUST IN: Former Russian spy Sergei Skripal and his daughter Yulia were poisoned intentionally with a nerve agent, U… https://t.co/eCd5DCR9Eb"
CNN,0.2263,Wed Mar 07 17:42:14 +0000 2018,0.718,0.118,0.164,Massive billboards in New York's Times Square honor victims of the Florida high school shooting… https://t.co/owKxfwfrXQ
CNN,0.5994,Wed Mar 07 17:34:33 +0000 2018,0.738,0.0,0.262,Why Wall Street loved Gary Cohn inside the White House https://t.co/5I8DncHX2b https://t.co/EGtDEdbHyQ
CNN,0.0,Wed Mar 07 17:21:06 +0000 2018,1.0,0.0,0.0,Uber says it has started using self-driving trucks to haul freight in Arizona https://t.co/jZ0bzj4rKy https://t.co/KdpaF94QtA
CNN,-0.7003,Wed Mar 07 17:15:14 +0000 2018,0.721,0.279,0.0,"Attorney General Jeff Sessions takes his war against sanctuary cities to California, announcing a federal lawsuit a… https://t.co/OTCz5W5hzb"
CNN,0.0772,Wed Mar 07 17:07:32 +0000 2018,0.939,0.0,0.061,"Over 1.3 million live animals and plants, and a similar number of animal skins, have been exported from Africa to A… https://t.co/64sLnj03ZW"
CNN,0.0,Wed Mar 07 17:00:02 +0000 2018,1.0,0.0,0.0,"The world's oldest known message in a bottle has been found on an Australian beach, nearly 132 years after it was t… https://t.co/s4iFCytB6t"
CNN,-0.4588,Wed Mar 07 16:52:18 +0000 2018,0.85,0.15,0.0,The Taliban banned women from being journalists in Afghanistan. Now the country has an all-female television networ… https://t.co/CnI4J1fei8
CNN,0.7269,Wed Mar 07 16:50:39 +0000 2018,0.724,0.0,0.276,"Barbie has introduced new dolls honoring heroines such as aviator Amelia Earhart, artist and activist Frida Kahlo,… https://t.co/MrsIZ5AA4D"
CNN,0.6369,Wed Mar 07 16:40:06 +0000 2018,0.755,0.0,0.245,"As Florida lawmakers prepare to vote on a measure aimed at boosting school safety, the state's Republican governor… https://t.co/eFJ51SvXfO"
CNN,-0.5267,Wed Mar 07 16:32:47 +0000 2018,0.708,0.196,0.096,The US government says it's sanctioning North Korea after deeming its government responsible for the murder of Kim… https://t.co/3wr6NB87xq
CNN,0.9274,Wed Mar 07 16:30:00 +0000 2018,0.543,0.0,0.457,.@iamwill says the definition of freedom is love. Tell us what freedom means to you using #MyFreedomDay… https://t.co/hqVB3mVduc
CNN,0.0,Wed Mar 07 16:20:13 +0000 2018,1.0,0.0,0.0,Students and teachers in West Virginia are back to school today for the first time in nearly two weeks after educat… https://t.co/CynuWqAbyH
CNN,-0.3818,Wed Mar 07 16:10:07 +0000 2018,0.841,0.159,0.0,"Airbus announces it will move or cut 3,700 jobs across Europe because of reduced demand for its A380 superjumbo and… https://t.co/7c8pREVwj0"
CNN,0.0,Wed Mar 07 16:10:07 +0000 2018,1.0,0.0,0.0,Dating app Bumble is banning photos with guns from its platform https://t.co/LMahJTYlYO https://t.co/h9nLhSMklN
CNN,0.0,Wed Mar 07 16:01:44 +0000 2018,1.0,0.0,0.0,"BlackBerry sues Facebook, along with its subsidiaries WhatsApp and Instagram, for infringing on its messaging paten… https://t.co/u9uQi1pYjA"
CNN,0.2023,Wed Mar 07 15:51:29 +0000 2018,0.909,0.0,0.091,White House aide Kellyanne Conway is the latest of President Trump's top employees to receive an official reprimand… https://t.co/QhJocNUVYK
CNN,-0.3818,Wed Mar 07 15:41:14 +0000 2018,0.806,0.194,0.0,"A 20-year-old man has filed a lawsuit against Dick's Sporting Goods, accusing the retailer of age discrimination fo… https://t.co/3G5sWzM1iT"
CNN,0.0,Wed Mar 07 15:41:10 +0000 2018,1.0,0.0,0.0,"Michelle Obama dances with Parker Curry, the little girl who was transfixed by a portrait of the former first lady… https://t.co/CaIuufp2wn"
CNN,-0.8934,Wed Mar 07 15:30:19 +0000 2018,0.599,0.401,0.0,"Cecil the lion ""suffered incredible cruelty for at least 10 hours"" before he died, according to a new book… https://t.co/pvSCZGOooG"
CNN,0.0,Wed Mar 07 15:20:13 +0000 2018,1.0,0.0,0.0,"Commerce Secretary Wilbur Ross: We'll do tariffs ""without blowing up the world"" https://t.co/WXSvHqiL75 https://t.co/rVTWEflvhM"
CNN,0.0,Wed Mar 07 15:10:15 +0000 2018,1.0,0.0,0.0,The Democrat who will face off against Texas Sen. Ted Cruz in the Texas Senate race later this year is defending hi… https://t.co/SEECQfNLRR
CNN,0.25,Wed Mar 07 15:00:13 +0000 2018,0.857,0.0,0.143,Texas is poised to send its first 2 Latina politicians to Congress https://t.co/NMi2kAzU2r https://t.co/ObTYtraVkC
CNN,0.6597,Wed Mar 07 14:50:08 +0000 2018,0.779,0.0,0.221,Democrats were hoping to make a statement in last night's Texas primary. But the results make it clear that Texas s… https://t.co/JEKdzaXsZT
CNN,0.0,Wed Mar 07 14:40:08 +0000 2018,1.0,0.0,0.0,"White House senior adviser Jared Kushner is traveling to Mexico today for meetings, including one with Mexican Pres… https://t.co/uLiYWzoHi2"
CNN,-0.296,Wed Mar 07 14:30:20 +0000 2018,0.901,0.099,0.0,More than 50 million people are under winter storm warnings and watches as a second nor'easter in the span of a wee… https://t.co/6QWHjBgqo8
CNN,-0.4019,Wed Mar 07 14:20:17 +0000 2018,0.787,0.213,0.0,Rafael (Ted) Cruz justifies mocking Robert (Beto) O'Rourke's name https://t.co/TKG9SVXGOf https://t.co/jCKsukDvM7
CNN,0.4767,Wed Mar 07 14:11:31 +0000 2018,0.86,0.0,0.14,Genetic testing company 23andMe has been give federal approval to sell at-home kits that test for three breast canc… https://t.co/upxStaWMiH
CNN,0.0,Wed Mar 07 14:09:18 +0000 2018,1.0,0.0,0.0,Olympic figure skater Adam Rippon says he is now willing to meet with Vice President Mike Pence: “Now is the right… https://t.co/kqtQ3Vd1fD
CNN,-0.4939,Wed Mar 07 14:00:06 +0000 2018,0.677,0.222,0.102,"What happened in Trump’s White House the day he said there was ""no chaos""

- Office of Special Counsel announces Ke… https://t.co/p8cXl4KTLu"
CNN,0.0,Wed Mar 07 13:54:00 +0000 2018,1.0,0.0,0.0,"The world's oldest known message in a bottle has been found on an Australian beach, nearly 132 years after it was t… https://t.co/wcef389Cpz"
CNN,0.0,Wed Mar 07 13:49:48 +0000 2018,1.0,0.0,0.0,"Barbie unveils dolls based on real-life figures including Amelia Earhart, Frida Kahlo, Katherine Johnson and Chloe… https://t.co/0ns5aOabTe"
CNN,0.0,Wed Mar 07 13:37:31 +0000 2018,1.0,0.0,0.0,Vice President Mike Pence hits the campaign trail https://t.co/PVEisp1cZd https://t.co/ffcnIQcdrU
CNN,-0.25,Wed Mar 07 13:23:59 +0000 2018,0.818,0.114,0.068,Chris Cuomo asks Sen. Ted Cruz why he’s criticizing his Democratic challenger Beto O’Rourke for going by the childh… https://t.co/M3dkD762eG
CNN,-0.0772,Wed Mar 07 13:17:58 +0000 2018,0.86,0.14,0.0,"Sorry, Hollywood. Netflix rules the media world https://t.co/vpEG5W7BU8 https://t.co/uzscDmpMqw"
CNN,-0.3182,Wed Mar 07 13:10:06 +0000 2018,0.845,0.155,0.0,"The production company behind ""Wolf of Wall Street"" will pay the US government $60 million to settle a lawsuit that… https://t.co/cvMVBEIHla"
CNN,0.4588,Wed Mar 07 13:05:54 +0000 2018,0.81,0.0,0.19,"RT @CNNPolitics: Sen. Ted Cruz's Democratic challenger, Beto O'Rourke, says he was encouraged by last night's primary results https://t.co/…"
CNN,-0.7184,Wed Mar 07 13:04:04 +0000 2018,0.667,0.333,0.0,"In Trump's White House, the conflict is the chaos | Analysis by @zbyronwolf https://t.co/nIOVMxFu6W https://t.co/UhglhCrQSx"
CNN,-0.0772,Wed Mar 07 12:59:37 +0000 2018,0.797,0.108,0.096,"RT @CNNPolitics: Sen. Ted Cruz defends his ad mocking Beto O'Rourke's name, saying it was meant to highlight the Democrat's liberal policy…"
CNN,-0.5719,Wed Mar 07 12:49:47 +0000 2018,0.636,0.247,0.117,"Texas Sen. Ted Cruz: ""The extreme left right now is energized. They are angry. They hate the President... That bein… https://t.co/MiLsFEYGb1"
CNN,-0.1027,Wed Mar 07 12:43:05 +0000 2018,0.739,0.139,0.122,"The powerful ""bomb cyclone"" that battered the Northeast over the weekend also uncovered the wreckage of a ship that… https://t.co/O0nvoa3xWF"
CNN,0.3818,Wed Mar 07 12:32:25 +0000 2018,0.874,0.0,0.126,"A onetime symbol of integrity, Megan Barry made history as Nashville's first female mayor. But she stepped down aft… https://t.co/ozizgbE0hY"
CNN,0.0,Wed Mar 07 12:22:28 +0000 2018,1.0,0.0,0.0,A woman has found the world's oldest known message in a bottle after it washed up on an Australian beach. The messa… https://t.co/DqSAOVsEhf
CNN,0.0,Wed Mar 07 12:20:07 +0000 2018,1.0,0.0,0.0,"5 things for Wednesday:

- White House
- Immigration
- North Korea
- UK and Russia
- Weather… https://t.co/JxyrsLSDqG"
CNN,0.0,Wed Mar 07 12:10:01 +0000 2018,1.0,0.0,0.0,"The Northeast is getting another winter storm, just after a weekend nor'easter brought wind, snow and flooding to t… https://t.co/I9eFuRo5zD"
CNN,0.0,Wed Mar 07 12:00:30 +0000 2018,1.0,0.0,0.0,Coca-Cola is launching an alcoholic drink in Japan https://t.co/MCpqpxSJT5 https://t.co/OwnrKWTpVh
CNN,0.0,Wed Mar 07 11:50:29 +0000 2018,1.0,0.0,0.0,The 2-year-old girl who was transfixed by a portrait of Michelle Obama last week got to meet the real person -- and… https://t.co/wqJLhdblCt
CNN,-0.4588,Wed Mar 07 11:42:05 +0000 2018,0.789,0.211,0.0,"""Dumpster fire"" is in the Merriam-Webster dictionary now, defined as ""an utterly calamitous or mismanaged situation… https://t.co/DRFxVBlH8g"
CNN,-0.4939,Wed Mar 07 11:30:04 +0000 2018,0.688,0.229,0.083,"Gary Cohn's sudden resignation as President Trump's top economic adviser has rattled Wall Street, stoking fears the… https://t.co/NUZqX4ZWo7"
CNN,0.0,Wed Mar 07 11:23:56 +0000 2018,1.0,0.0,0.0,"The Trump administration has quietly said it will consider big game trophy imports on a ""case-by-case"" basis… https://t.co/EYCc91kKuF"
CNN,-0.1027,Wed Mar 07 10:56:16 +0000 2018,0.8,0.11,0.09,"Gary Cohn's sudden resignation as President Donald Trump's top economic adviser has rattled Wall Street, stoking fe… https://t.co/WHgDWkDPLK"
CNN,-0.5574,Wed Mar 07 10:40:45 +0000 2018,0.753,0.247,0.0,Mississippi could be the first state with 15-week abortion ban https://t.co/eU8lTfOp2L https://t.co/a7oBl31scw
CNN,-0.5759,Wed Mar 07 10:30:16 +0000 2018,0.792,0.208,0.0,"The porn star known as Stormy Daniels is suing President Trump, claiming that he never signed a hush agreement abou… https://t.co/IPSNkHeZN7"
CNN,-0.9648,Wed Mar 07 10:24:04 +0000 2018,0.392,0.608,0.0,"Detained. Beaten. Threatened with acid, rape and abuse. But the women protesting Iran's compulsory hijab law are no… https://t.co/stzgy7LKka"
CNN,-0.5267,Wed Mar 07 09:59:28 +0000 2018,0.708,0.196,0.096,The US government says it's sanctioning North Korea after deeming its government responsible for the murder of Kim… https://t.co/sicW5sp56a
CNN,0.5413,Wed Mar 07 09:47:40 +0000 2018,0.643,0.108,0.249,China's most popular social media app has amassed 1 billion users. But it's going to have trouble attracting anothe… https://t.co/gBO0wEVKpB
CNN,0.0,Wed Mar 07 09:35:03 +0000 2018,1.0,0.0,0.0,"The USS Carl Vinson has moored just off the coast of Da Nang, Vietnam. It is the first time a US Navy aircraft carr… https://t.co/Re0BRv8AKu"
CNN,-0.796,Wed Mar 07 09:22:57 +0000 2018,0.738,0.262,0.0,"At least 78 people have died in Nigeria with hundreds more infected in an outbreak of Lassa fever, the Nigeria Cent… https://t.co/itaVcs8lvo"
The New York Times,0.0,Wed Mar 07 20:30:12 +0000 2018,1.0,0.0,0.0,"Lawyers worked relentlessly to discredit the alleged victim’s account. They showed off her Halloween costume, a bla… https://t.co/cUk9bhaalB"
The New York Times,-0.3612,Wed Mar 07 20:20:56 +0000 2018,0.848,0.152,0.0,RT @NYTNational: The evening commute could get messy. Here's the latest on the nor'easter https://t.co/Sf1i7wYIPV
The New York Times,0.2944,Wed Mar 07 20:17:46 +0000 2018,0.813,0.069,0.118,"RT @fmanjoo: I spent 2 months getting the news mostly from print. It changed my life.

I was better informed, less anxious, and I had tons…"
The New York Times,0.0,Wed Mar 07 20:15:06 +0000 2018,1.0,0.0,0.0,School officials called the podcast “concerning” and said the teacher had been removed from the classroom https://t.co/GIwIdVNGnj
The New York Times,0.0,Wed Mar 07 20:00:25 +0000 2018,1.0,0.0,0.0,It is believed to be the oldest known message in a bottle ever recovered https://t.co/80UquQH4vs
The New York Times,0.7096,Wed Mar 07 19:45:05 +0000 2018,0.743,0.0,0.257,"Fans of the book and admirers of Ava DuVernay’s work can breathe a sigh of relief, and some may also find that thei… https://t.co/79AxAes6aH"
The New York Times,0.1366,Wed Mar 07 19:30:27 +0000 2018,0.587,0.196,0.218,South Korean envoys were not prepared for how daring Kim Jong-un could be in his charm offensive https://t.co/JjLTugDYxv
The New York Times,0.0,Wed Mar 07 19:15:13 +0000 2018,1.0,0.0,0.0,"RT @danielle_ivory: Hundreds of former Trump campaign workers have been hired at every major federal agency. At the White House, there have…"
The New York Times,0.0,Wed Mar 07 19:00:38 +0000 2018,1.0,0.0,0.0,"The cells that eat, regurgitate and then re-eat your tattoos https://t.co/YqPl80y1TI"
The New York Times,-0.6361,Wed Mar 07 18:50:09 +0000 2018,0.62,0.285,0.095,Peter Thiel warned for years that the big tech companies were arrogant and clueless and less good for mankind than… https://t.co/CDL27t8iu2
The New York Times,-0.6124,Wed Mar 07 18:40:42 +0000 2018,0.762,0.238,0.0,“This is basically going to war.” California’s governor struck back after Attorney General Jeff Sessions attacked t… https://t.co/CwetPpkj9a
The New York Times,-0.2732,Wed Mar 07 18:27:53 +0000 2018,0.89,0.11,0.0,Should Germany’s national anthem drop the words “fatherland” and “brotherly”? An official suggested some ways to ma… https://t.co/mtjTh840M2
The New York Times,-0.1293,Wed Mar 07 18:12:50 +0000 2018,0.812,0.126,0.062,"A week's worth of gas. A few gallons of milk. Few are complaining, but many in the working class are not feeling fl… https://t.co/sB9O02xef3"
The New York Times,0.5423,Wed Mar 07 18:00:40 +0000 2018,0.824,0.0,0.176,"The number of public psychiatric beds in the U.S. has plunged, and the need for acute care is pressing. But what to… https://t.co/mt8k1ew9yN"
The New York Times,-0.4939,Wed Mar 07 17:54:59 +0000 2018,0.856,0.144,0.0,"Breaking News: An ex-Russian spy and his daughter were poisoned by a nerve agent in England, the police said, raisi… https://t.co/Puh2ttTkSL"
The New York Times,0.0,Wed Mar 07 17:47:40 +0000 2018,1.0,0.0,0.0,"The database, assembled through hundreds of open records requests: https://t.co/qmIcm8RXvL"
The New York Times,0.25,Wed Mar 07 17:45:49 +0000 2018,0.895,0.0,0.105,"A database of the employees, assembled by ProPublica, offers a comprehensive look at how Trump is influencing the d… https://t.co/7KQuMGN1RS"
The New York Times,-0.6249,Wed Mar 07 17:44:03 +0000 2018,0.823,0.177,0.0,The Trump administration has hired at least 187 former lobbyists and 125 people with ties to conservative think tan… https://t.co/Jknl13waaj
The New York Times,0.25,Wed Mar 07 17:43:52 +0000 2018,0.655,0.155,0.19,"""The greatest challenge to lasting weight loss is the fact that no one can give up eating. Rather, one has to learn… https://t.co/2sxwOrYwqM"
The New York Times,-0.3818,Wed Mar 07 17:27:52 +0000 2018,0.894,0.106,0.0,An opponent of the bill has said he would fight it: “I will present an amendment that the frontage road be designat… https://t.co/XnkXDs10it
The New York Times,0.0,Wed Mar 07 20:30:12 +0000 2018,1.0,0.0,0.0,"Lawyers worked relentlessly to discredit the alleged victim’s account. They showed off her Halloween costume, a bla… https://t.co/cUk9bhaalB"
The New York Times,-0.3612,Wed Mar 07 20:20:56 +0000 2018,0.848,0.152,0.0,RT @NYTNational: The evening commute could get messy. Here's the latest on the nor'easter https://t.co/Sf1i7wYIPV
The New York Times,0.2944,Wed Mar 07 20:17:46 +0000 2018,0.813,0.069,0.118,"RT @fmanjoo: I spent 2 months getting the news mostly from print. It changed my life.

I was better informed, less anxious, and I had tons…"
The New York Times,0.0,Wed Mar 07 20:15:06 +0000 2018,1.0,0.0,0.0,School officials called the podcast “concerning” and said the teacher had been removed from the classroom https://t.co/GIwIdVNGnj
The New York Times,0.0,Wed Mar 07 20:00:25 +0000 2018,1.0,0.0,0.0,It is believed to be the oldest known message in a bottle ever recovered https://t.co/80UquQH4vs
The New York Times,0.7096,Wed Mar 07 19:45:05 +0000 2018,0.743,0.0,0.257,"Fans of the book and admirers of Ava DuVernay’s work can breathe a sigh of relief, and some may also find that thei… https://t.co/79AxAes6aH"
The New York Times,0.1366,Wed Mar 07 19:30:27 +0000 2018,0.587,0.196,0.218,South Korean envoys were not prepared for how daring Kim Jong-un could be in his charm offensive https://t.co/JjLTugDYxv
The New York Times,0.0,Wed Mar 07 19:15:13 +0000 2018,1.0,0.0,0.0,"RT @danielle_ivory: Hundreds of former Trump campaign workers have been hired at every major federal agency. At the White House, there have…"
The New York Times,0.0,Wed Mar 07 19:00:38 +0000 2018,1.0,0.0,0.0,"The cells that eat, regurgitate and then re-eat your tattoos https://t.co/YqPl80y1TI"
The New York Times,-0.6361,Wed Mar 07 18:50:09 +0000 2018,0.62,0.285,0.095,Peter Thiel warned for years that the big tech companies were arrogant and clueless and less good for mankind than… https://t.co/CDL27t8iu2
The New York Times,-0.6124,Wed Mar 07 18:40:42 +0000 2018,0.762,0.238,0.0,“This is basically going to war.” California’s governor struck back after Attorney General Jeff Sessions attacked t… https://t.co/CwetPpkj9a
The New York Times,-0.2732,Wed Mar 07 18:27:53 +0000 2018,0.89,0.11,0.0,Should Germany’s national anthem drop the words “fatherland” and “brotherly”? An official suggested some ways to ma… https://t.co/mtjTh840M2
The New York Times,-0.1293,Wed Mar 07 18:12:50 +0000 2018,0.812,0.126,0.062,"A week's worth of gas. A few gallons of milk. Few are complaining, but many in the working class are not feeling fl… https://t.co/sB9O02xef3"
The New York Times,0.5423,Wed Mar 07 18:00:40 +0000 2018,0.824,0.0,0.176,"The number of public psychiatric beds in the U.S. has plunged, and the need for acute care is pressing. But what to… https://t.co/mt8k1ew9yN"
The New York Times,-0.4939,Wed Mar 07 17:54:59 +0000 2018,0.856,0.144,0.0,"Breaking News: An ex-Russian spy and his daughter were poisoned by a nerve agent in England, the police said, raisi… https://t.co/Puh2ttTkSL"
The New York Times,0.0,Wed Mar 07 17:47:40 +0000 2018,1.0,0.0,0.0,"The database, assembled through hundreds of open records requests: https://t.co/qmIcm8RXvL"
The New York Times,0.25,Wed Mar 07 17:45:49 +0000 2018,0.895,0.0,0.105,"A database of the employees, assembled by ProPublica, offers a comprehensive look at how Trump is influencing the d… https://t.co/7KQuMGN1RS"
The New York Times,-0.6249,Wed Mar 07 17:44:03 +0000 2018,0.823,0.177,0.0,The Trump administration has hired at least 187 former lobbyists and 125 people with ties to conservative think tan… https://t.co/Jknl13waaj
The New York Times,0.25,Wed Mar 07 17:43:52 +0000 2018,0.655,0.155,0.19,"""The greatest challenge to lasting weight loss is the fact that no one can give up eating. Rather, one has to learn… https://t.co/2sxwOrYwqM"
The New York Times,-0.3818,Wed Mar 07 17:27:52 +0000 2018,0.894,0.106,0.0,An opponent of the bill has said he would fight it: “I will present an amendment that the frontage road be designat… https://t.co/XnkXDs10it
The New York Times,0.0,Wed Mar 07 17:26:18 +0000 2018,1.0,0.0,0.0,"A Utah lawmaker has introduced a bill that would rename the state’s most scenic route, which rolls through iconic n… https://t.co/w2EmEqaALT"
The New York Times,0.0,Wed Mar 07 17:18:08 +0000 2018,1.0,0.0,0.0,"RT @EricLiptonNYT: JUST POSTED: Trump admin has appointed at least 254 former Trump campaign staffers, in spots across federal government,…"
The New York Times,0.0,Wed Mar 07 17:15:10 +0000 2018,1.0,0.0,0.0,"The Vatican announced that Pope Paul VI and the slain Salvadoran Archbishop Óscar Romero will be made saints, after… https://t.co/BQXYsA0ojj"
The New York Times,0.5994,Wed Mar 07 17:12:07 +0000 2018,0.701,0.077,0.221,"RT @nytimesarts: “A Wrinkle in Time” is faithful to the affirmative, democratic intelligence of the book, our critic A.O. Scott writes http…"
The New York Times,0.1779,Wed Mar 07 17:00:30 +0000 2018,0.904,0.0,0.096,Amazon will offer a discount on its Prime membership program to the millions of recipients of Medicaid https://t.co/etPOjTD2Jj
The New York Times,0.0,Wed Mar 07 16:45:13 +0000 2018,1.0,0.0,0.0,"On Queer Eye, @Antoni Porowski imparts lessons in home cooking that often involve ?. Some might say too often. But… https://t.co/VJpLYh1UZU"
The New York Times,0.0,Wed Mar 07 16:36:04 +0000 2018,1.0,0.0,0.0,"More than 2,000 flights had been canceled across the country on Wednesday, many at airports in the storm’s path https://t.co/eRJc93XZ9O"
The New York Times,0.4404,Wed Mar 07 16:30:27 +0000 2018,0.775,0.0,0.225,Bricklayers think they’re safe from robots. Decide for yourself. https://t.co/USUzR5wJ3Y https://t.co/RTYSyyK79c
